title,authors,editor
Random Subgraph Detection Using Queries,"[{'name': 'Wasim Huleihel', 'affiliation': ['Department of Electrical Engineering-Systems', 'Tel Aviv university', 'Tel Aviv 6997801, Israel']}, {'name': 'Arya Mazumdar', 'affiliation': ['Halıcıo˘glu Data Science Institute', 'University of California San Diego', 'La Jolla, CA 92093, USA']}, {'name': 'Soumyabrata Pal', 'affiliation': ['Adobe Research, India', 'Bangalore, INDIA']}]", Andrea Montanari
Random measure priors in Bayesian recovery from sketches,"[{'name': 'Mario Beraha', 'affiliation': ['Polytechnic University of Milan, Milan, Italy']}, {'name': 'Stefano Favaro', 'affiliation': ['University of Torino and Collegio Carlo Alberto, Torino, Italy']}, {'name': 'Matteo Sesia', 'affiliation': ['University of Southern California, Los Angeles, California, United States']}]", Debdeep Pati
Rates of convergence for density estimation with generative adversarial networks,"[{'name': 'Nikita Puchkin', 'affiliation': ['HSE University, Russian Federation', 'Institute for Information transmission Problems, Russian Federation']}, {'name': 'Sergey Samsonov', 'affiliation': ['HSE University, Russian Federation', 'Institute for Information transmission Problems, Russian Federation']}, {'name': 'Denis Belomestny', 'affiliation': ['Duisburg-Essen University, Germany', 'HSE University, Russian Federation']}, {'name': 'Eric Moulines', 'affiliation': ['Mohamed Bin Zayed University of AI, United Arab Emirates']}, {'name': 'Alexey Naumov', 'affiliation': ['HSE University, Russian Federation', 'Steklov Mathematical Institute of Russian Academy of Sciences, Russian Federation']}]", Aarti Singh
Regimes of No Gain in Multi-class Active Learning,"[{'name': 'Gan Yuan', 'affiliation': ['Department of Statistics', 'Columbia University in the City of New York', 'New York, NY 10027, USA']}, {'name': 'Yunfan Zhao', 'affiliation': ['Department of Industrial Engineering and Operations Research', 'Columbia University in the City of New York', 'New York, NY 10027, USA']}, {'name': 'Samory Kpotufe', 'affiliation': ['Department of Statistics', 'Columbia University in the City of New York', 'New York, NY 10027, USA']}]", Aarti Singh
Regret Analysis of Bilateral Trade with a Smoothed Adversary,"[{'name': 'Nicolò Cesa-Bianchi', 'affiliation': ['Università degli Studi di Milano and Politecnico di Milano,', 'Milan, Italy']}, {'name': 'Tommaso Cesari', 'affiliation': ['University of Ottawa,', 'Ottawa, Canada']}, {'name': 'Roberto Colomboni', 'affiliation': ['Università degli Studi di Milano and Politecnico di Milano,', 'Milan, Italy']}, {'name': 'Federico Fusco', 'affiliation': ['Sapienza Università di Roma,', 'Rome, Italy']}, {'name': 'Stefano Leonardi', 'affiliation': ['Sapienza Università di Roma,', 'Rome, Italy']}]", Shipra Agrawal
Representation Learning via Manifold Flattening and Reconstruction,"[{'name': 'Michael Psenka', 'affiliation': ['Department of Electrical Engineering and Computer Science', 'University of California, Berkeley', 'Berkeley, CA 94720-1776, USA']}, {'name': 'Druv Pai', 'affiliation': ['Department of Electrical Engineering and Computer Science', 'University of California, Berkeley', 'Berkeley, CA 94720-1776, USA']}, {'name': 'Vishal Raman', 'affiliation': ['Department of Electrical Engineering and Computer Science', 'University of California, Berkeley', 'Berkeley, CA 94720-1776, USA']}, {'name': 'Shankar Sastry', 'affiliation': ['Department of Electrical Engineering and Computer Science', 'University of California, Berkeley', 'Berkeley, CA 94720-1776, USA']}, {'name': 'Yi Ma', 'affiliation': ['Department of Electrical Engineering and Computer Science', 'University of California, Berkeley', 'Berkeley, CA 94720-1776, USA']}]", Sayan Mukherjee
Resource-Efficient Neural Networks for Embedded Systems,"[{'name': 'Wolfgang Roth', 'affiliation': ['Graz University of Technology, Austria', 'Laboratory of Signal Processing and Speech Communication']}, {'name': 'G¨unther Schindler', 'affiliation': ['Heidelberg University, Germany', 'Institute of Computer Engineering']}, {'name': 'Bernhard Klein', 'affiliation': ['Heidelberg University, Germany', 'Institute of Computer Engineering']}, {'name': 'Robert Peharz', 'affiliation': ['Graz University of Technology, Austria', 'Institute of Theoretical Computer Science']}, {'name': 'Sebastian Tschiatschek', 'affiliation': ['University of Vienna, Austria', 'Faculty of Computer Science']}, {'name': 'Holger Fr¨oning', 'affiliation': ['Heidelberg University, Germany', 'Institute of Computer Engineering']}, {'name': 'Franz Pernkopf', 'affiliation': ['Graz University of Technology, Austria', 'Laboratory of Signal Processing and Speech Communication']}, {'name': 'Zoubin Ghahramani', 'affiliation': ['University of Cambridge, UK']}]", Russ Greiner
Rethinking Discount Regularization  New Interpretations  Unintended Consequences  and Solutions for Regularization in Reinforcement Learning,"[{'name': 'Sarah Rathnam', 'affiliation': ['John A. Paulson School of Engineering and Applied Sciences', 'Harvard University', 'Cambridge, MA 02138 USA']}, {'name': 'Sonali Parbhoo', 'affiliation': ['Imperial College London', 'London SW7 2BX, UK']}, {'name': 'Siddharth Swaroop', 'affiliation': ['John A. Paulson School of Engineering and Applied Sciences', 'Harvard University', 'Cambridge, MA 02138 USA']}, {'name': 'Weiwei Pan', 'affiliation': ['John A. Paulson School of Engineering and Applied Sciences', 'Harvard University', 'Cambridge, MA 02138 USA']}, {'name': 'Susan A. Murphy', 'affiliation': ['John A. Paulson School of Engineering and Applied Sciences', 'Harvard University', 'Cambridge, MA 02138 USA']}, {'name': 'Finale Doshi-Velez', 'affiliation': ['John A. Paulson School of Engineering and Applied Sciences', 'Harvard University', 'Cambridge, MA 02138 USA']}]", Nan Jiang
Revisiting RIP Guarantees for Sketching Operators on Mixture Models,"[{'name': 'Ayoub Belhadji', 'affiliation': ['Univ Lyon, ENS de Lyon, Inria, CNRS, UCBL, LIP UMR 5668, Lyon, France']}, {'name': 'R´emi Gribonval', 'affiliation': ['Univ Lyon, ENS de Lyon, Inria, CNRS, UCBL, LIP UMR 5668, Lyon, France']}]", Florence d’Alch´e-Buc
Risk Measures and Upper Probabilities  Coherence and Stratification,"[{'name': 'Christian Fr¨ohlich', 'affiliation': ['University of T¨ubingen', 'and T¨ubingen AI Center', 'T¨ubingen, Germany']}, {'name': 'Robert C. Williamson', 'affiliation': ['University of T¨ubingen', 'and T¨ubingen AI Center', 'T¨ubingen, Germany']}]", Bharath Sriperumbudur
Robust Black-Box Optimization for Stochastic Search and Episodic Reinforcement Learning,"[{'name': 'Maximilian H¨uttenrauch', 'affiliation': ['Department of Computer Science', 'Karlsruhe Institute of Technology', 'Karlsruhe']}, {'name': 'Gerhard Neumann', 'affiliation': ['Department of Computer Science', 'Karlsruhe Institute of Technology', 'Karlsruhe']}]", Alekh Agarwal
Robust Principal Component Analysis using Density Power Divergence,"[{'name': 'Subhrajyoty Roy', 'affiliation': ['Interdisciplinary Statistical Research Unit', 'Indian Statistical Institute', 'Kolkata - 700108, West Bengal, India']}, {'name': 'Ayanendranath Basu', 'affiliation': ['Interdisciplinary Statistical Research Unit', 'Indian Statistical Institute', 'Kolkata - 700108, West Bengal, India']}, {'name': 'Abhik Ghosh', 'affiliation': ['Interdisciplinary Statistical Research Unit', 'Indian Statistical Institute', 'Kolkata - 700108, West Bengal, India']}]", Animashree Anandkumar
Robust Spectral Clustering with Rank Statistics,"[{'name': 'Joshua Cape', 'affiliation': ['Department of Statistics', 'University of Wisconsin–Madison', 'Madison, WI 53706, USA']}, {'name': 'Xianshi Yu', 'affiliation': ['Department of Computer Sciences', 'University of Wisconsin–Madison', 'Madison, WI 53706, USA']}, {'name': 'Jonquil Z. Liao', 'affiliation': ['Department of Statistics', 'University of Wisconsin–Madison', 'Madison, WI 53706, USA']}]", Tina Eliassi-Rad
Sample Complexity of Neural Policy Mirror Descent for Policy Optimization on Low-Dimensional Manifolds,"[{'name': 'Zhenghao Xu', 'affiliation': ['H. Milton Stewart School of Industrial and Systems Engineering', 'Georgia Institute of Technology', 'Atlanta, GA 30332, USA']}, {'name': 'Xiang Ji', 'affiliation': ['Department of Electrical and Computer Engineering', 'Princeton University', 'Princeton, NJ 08544, USA']}, {'name': 'Minshuo Chen', 'affiliation': ['Department of Electrical and Computer Engineering', 'Princeton University', 'Princeton, NJ 08544, USA']}, {'name': 'Mengdi Wang', 'affiliation': ['Department of Electrical and Computer Engineering', 'Princeton University', 'Princeton, NJ 08544, USA']}, {'name': 'Tuo Zhao', 'affiliation': ['H. Milton Stewart School of Industrial and Systems Engineering', 'Georgia Institute of Technology', 'Atlanta, GA 30332, USA']}]", Qiang Liu
Sample Complexity of Variance-Reduced Distributionally Robust Q-Learning,"[{'name': 'Shengbo Wang', 'affiliation': ['Department of Management Science and Engineering', 'Stanford University']}, {'name': 'Nian Si', 'affiliation': ['Department of Industrial Engineering and Decision Analytics', 'The Hong Kong University of Science and Technology']}, {'name': 'Jose Blanchet', 'affiliation': ['Department of Management Science and Engineering', 'Stanford University']}, {'name': 'Zhengyuan Zhou', 'affiliation': ['Stern School of Business', 'New York University']}]", Zhihua Zhang
Sample-efficient Adversarial Imitation Learning,"[{'name': 'Dahuin Jung', 'affiliation': ['Electrical and Computer Engineering', 'Seoul National University, Seoul 08826, Republic of Korea']}, {'name': 'Hyungyu Lee', 'affiliation': ['Electrical and Computer Engineering', 'Seoul National University, Seoul 08826, Republic of Korea']}, {'name': 'Sungroh Yoon', 'affiliation': ['Electrical and Computer Engineering', 'Interdisciplinary Program in Artiﬁcial Intelligence', 'Seoul National University, Seoul 08826, Republic of Korea']}]", Scott Niekum
Scalable High-Dimensional Multivariate Linear Regression for Feature-Distributed Data,"[{'name': 'Shuo-Chieh Huang', 'affiliation': ['Booth School of Business', 'University of Chicago', 'Chicago, IL 60637, USA']}, {'name': 'Ruey S. Tsay', 'affiliation': ['Booth School of Business', 'University of Chicago', 'Chicago, IL 60637, USA']}]", Jie Peng
Scalable Resampling in Massive Generalized Linear Models via Subsampled Residual Bootstrap,"[{'name': 'Indrila Ganguly', 'affiliation': ['Biostatistics, Bioinformatics and Epidemiology Program', 'Fred Hutchinson Cancer Center', 'Seattle, WA 98109, USA']}, {'name': 'Srijan Sengupta', 'affiliation': ['Department of Statistics', 'North Carolina State University', 'Raleigh, NC 27695-7103, USA']}, {'name': 'Sujit Ghosh', 'affiliation': ['Department of Statistics', 'North Carolina State University', 'Raleigh, NC 27695-7103, USA']}]", Bharath Sriperumbudur
Scaled Conjugate Gradient Method for Nonconvex Optimization in Deep Neural Networks,"[{'name': 'Naoki Sato', 'affiliation': ['Computer Science Course,', 'Graduate School of Science and Technology,', 'Meiji University, Kanagawa 214-8571, Japan']}, {'name': 'Koshiro Izumi', 'affiliation': ['Visual Solutions Department 1,', 'Technology Development Division,', 'SECOM Co., Ltd., Tokyo 181-8528, Japan']}, {'name': 'Hideaki Iiduka', 'affiliation': ['Department of Computer Science,', 'Meiji University, Kanagawa 214-8571, Japan']}]", Prateek Jain
Scaling the Convex Barrier with Sparse Dual Algorithms,"[{'name': 'Alessandro De Palma', 'affiliation': ['Department of Engineering Science', 'University of Oxford', 'Oxford OX1 3PJ']}, {'name': 'Harkirat Singh Behl', 'affiliation': ['Department of Engineering Science', 'University of Oxford', 'Oxford OX1 3PJ']}, {'name': 'Rudy Bunel', 'affiliation': ['Department of Engineering Science', 'University of Oxford', 'Oxford OX1 3PJ']}, {'name': 'Philip H.S. Torr', 'affiliation': ['Department of Engineering Science', 'University of Oxford', 'Oxford OX1 3PJ']}, {'name': 'M. Pawan Kumar', 'affiliation': ['Department of Engineering Science', 'University of Oxford', 'Oxford OX1 3PJ']}]", Simon Lacoste-Julien
Seeded Graph Matching for the Correlated Gaussian Wigner Model via the Projected Power Method,"[{'name': 'Ernesto Araya', 'affiliation': ['UMR 8524 - Laboratoire Paul Painlevé, F-59000', 'Inria, Univ. Lille, CNRS']}, {'name': 'Guillaume Braun', 'affiliation': ['Riken-AIP, Tokyo']}, {'name': 'Hemant Tyagi', 'affiliation': ['UMR 8524 - Laboratoire Paul Painlevé, F-59000', 'Inria, Univ. Lille, CNRS']}]", Tina Eliassi-Rad
Semi-supervised Inference for Block-wise Missing Data without Imputation,"[{'name': 'Shanshan Song', 'affiliation': ['School of Mathematical Sciences and School of Economics and Management', 'Tongji University', 'Shanghai, 200092, China']}, {'name': 'Yuanyuan Lin', 'affiliation': ['Department of Statistics', 'The Chinese University of Hong Kong', 'Hong Kong, China']}, {'name': 'Yong Zhou', 'affiliation': ['Key Laboratory of Advanced Theory and Application in Statistics and Data Science, MOE,', 'Academy of Statistics and Interdisciplinary Sciences and School of Statistics', 'East China Normal University', 'Shanghai, 200062, China']}]", Ji Zhu
Sharp analysis of power iteration for tensor PCA,"[{'name': 'Yuchen Wu', 'affiliation': ['Department of Statistics and Data Science', 'University of Pennsylvania', 'Philadelphia, PA 19104-6303, USA']}, {'name': 'Kangjie Zhou', 'affiliation': ['Department of Statistics', 'Stanford University', 'Stanford, CA 94305-2004, USA']}]", Daniel Hsu
Sharpness-Aware Minimization and the Edge of Stability,"[{'name': 'Philip M. Long', 'affiliation': ['Google', '1600 Amphitheatre Parkway', 'Mountain View, CA 94040']}, {'name': 'Peter L. Bartlett', 'affiliation': ['Google', '1600 Amphitheatre Parkway', 'Mountain View, CA 94040']}]", Francis Bach
Simple Cycle Reservoirs are Universal,"[{'name': 'Boyu Li', 'affiliation': ['Department of Mathematical Sciences', 'New Mexico State University', 'Las Cruces, New Mexico, 88003, USA']}, {'name': 'Robert Simon Fong', 'affiliation': ['School of Computer Science', 'University of Birmingham', 'Birmingham, B15 2TT, UK']}, {'name': 'Peter Tiˇno', 'affiliation': ['School of Computer Science', 'University of Birmingham', 'Birmingham, B15 2TT, UK']}]", Christian Shelton
Sparse Graphical Linear Dynamical Systems,"[{'name': 'Emilie Chouzenoux', 'affiliation': ['Center for Visual Computing', 'Inria, University Paris Saclay', '91190 Gif-sur-Yvette, France']}, {'name': 'V´ıctor Elvira', 'affiliation': ['School of Mathematics', 'University of Edinburgh', 'EH9 3FD Edinburgh, UK']}]", Alexandre Bouchard
Sparse NMF with Archetypal Regularization  Computational and Robustness Properties,"[{'name': 'Kayhan Behdin', 'affiliation': ['Operations Research Center', 'Massachusetts Institute of Technology', 'Cambridge, MA 02139, USA']}, {'name': 'Rahul Mazumder', 'affiliation': ['MIT Sloan School of Management and Operations Research Center', 'Massachusetts Institute of Technology', 'Cambridge, MA 02139, USA']}]", John Cunningham
Sparse Recovery With Multiple Data Streams  An Adaptive Sequential Testing Approach,"[{'name': 'Weinan Wang', 'affiliation': ['Snap Inc.', '2850 Ocean Park Blvd.', 'Santa Monica, CA, 90405, USA']}, {'name': 'Bowen Gang', 'affiliation': ['Department of Statistics and Data Science', 'Fudan University', 'Shanghai, 200433, China']}, {'name': 'Wenguang Sun', 'affiliation': ['School of Management and Center for Data Science', 'Zhejiang University', 'Hangzhou, 310013, China']}]", Pradeep Ravikumar
Sparse Representer Theorems for Learning in Reproducing Kernel Banach Spaces,"[{'name': 'Rui Wang', 'affiliation': ['School of Mathematics', 'Jilin University', 'Changchun, 130012, P. R. China']}, {'name': 'Yuesheng Xu', 'affiliation': ['Department of Mathematics and Statistics', 'Old Dominion University', 'Norfolk, VA 23529, USA']}, {'name': 'Mingsong Yan', 'affiliation': ['Department of Mathematics and Statistics', 'Old Dominion University', 'Norfolk, VA 23529, USA']}]", Lorenzo Rosasco
Spatial meshing for general Bayesian multivariate models,"[{'name': 'Michele Peruzzi', 'affiliation': ['Department of Biostatistics', 'University of Michigan', 'Ann Arbor, MI 48109-2029, USA']}, {'name': 'David B. Dunson', 'affiliation': ['Department of Statistical Science', 'Duke University', 'Durham, NC 27708-0251, USA']}]", Debdeep Pati
Spectral Analysis of the Neural Tangent Kernel for Deep Residual Networks,"[{'name': 'Yuval Belfer', 'affiliation': ['Department of Math and CS', 'Weizmann Institute of Science', 'Rehovot, Israel']}, {'name': 'Amnon Geifman', 'affiliation': ['Department of Math and CS', 'Weizmann Institute of Science', 'Rehovot, Israel']}, {'name': 'Meirav Galun', 'affiliation': ['Department of Math and CS', 'Weizmann Institute of Science', 'Rehovot, Israel']}, {'name': 'Ronen Basri', 'affiliation': ['Department of Math and CS', 'Weizmann Institute of Science', 'Rehovot, Israel']}]", Moritz Hardt
Spectral Regularized Kernel Goodness-of-Fit Tests,"[{'name': 'Omar Hagrass', 'affiliation': ['Department of Statistics', 'Pennsylvania State University', 'University Park, PA, 16802 USA']}, {'name': 'Bharath K. Sriperumbudur', 'affiliation': ['Department of Statistics', 'Pennsylvania State University', 'University Park, PA, 16802 USA']}, {'name': 'Bing Li', 'affiliation': ['Department of Statistics', 'Pennsylvania State University', 'University Park, PA, 16802 USA']}]", Krishnakumar Balasubramanian
Spectral learning of multivariate extremes,"[{'name': 'Marco Avella Medina', 'affiliation': ['Department of Statistics', 'Columbia University', 'New York, NY, USA']}, {'name': 'Richard A. Davis', 'affiliation': ['Department of Statistics', 'Columbia University', 'New York, NY, USA']}, {'name': 'Gennady Samorodnitsky', 'affiliation': ['School of Operations Research and Information Engineering', 'Cornell University', 'Ithaca, NY, USA']}]", Aryeh Kontorovich
Spherical Rotation Dimension Reduction with Geometric Loss Functions,"[{'name': 'Hengrui Luo', 'affiliation': ['Lawrence Berkeley National Laboratory', 'Berkeley, CA, 94720, USA', 'Department of Statistics, Rice University', 'Houston, TX, 77005, USA']}, {'name': 'Jeremy E. Purvis', 'affiliation': ['Department of Genetics', 'University of North Carolina at Chapel Hill', 'Chapel Hill, NC 27599, USA']}, {'name': 'Didong Li', 'affiliation': ['Department of Biostatistics', 'University of North Carolina at Chapel Hill', 'Chapel Hill, NC 27599, USA']}]", Sivan Sabato
Split Conformal Prediction and Non-Exchangeable Data,"[{'name': 'Roberto I. Oliveira', 'affiliation': ['IMPA, Rio de Janeiro, Brazil.']}, {'name': 'Paulo Orenstein', 'affiliation': ['IMPA, Rio de Janeiro, Brazil.']}, {'name': 'Thiago Ramos', 'affiliation': ['IMPA, Rio de Janeiro, Brazil.']}, {'name': 'João Vitor Romano', 'affiliation': ['IMPA, Rio de Janeiro, Brazil.']}]", Chris Oates
Stability and L2-penalty in Model Averaging,"[{'name': 'Hengkun Zhu', 'affiliation': ['School of Mathematical Sciences', 'Capital Normal University', 'Beijing 100048, China']}, {'name': 'Guohua Zou', 'affiliation': ['School of Mathematical Sciences', 'Capital Normal University', 'Beijing 100048, China']}]", Aryeh Kontorovich
Stable Implementation of Probabilistic ODE Solvers,"[{'name': 'Nicholas Kr¨amer', 'affiliation': ['T¨ubingen AI Center, University of T¨ubingen', 'Maria-von-Linden-Straße 6, T¨ubingen, Germany']}, {'name': 'Philipp Hennig', 'affiliation': ['T¨ubingen AI Center, University of T¨ubingen', 'Maria-von-Linden-Straße 6, T¨ubingen, Germany']}]", Pradeep Ravikumar
Stable and Consistent Density-Based Clustering via Multiparameter Persistence,"[{'name': 'Alexander Rolle', 'affiliation': ['Department of Mathematics', 'Technical University of Munich', 'Boltzmannstraße 3, 85748 Garching, Germany']}, {'name': 'Luis Scoccola', 'affiliation': ['Mathematical Institute', 'University of Oxford', 'Woodstock Road, Oxford OX2 6GG, United Kingdom']}]", Sivan Sabato
Stage-Aware Learning for Dynamic Treatments,"[{'name': 'Hanwen Ye', 'affiliation': ['Department of Statistics', 'University of California', 'Irvine, CA 92617, USA']}, {'name': 'Wenzhuo Zhou', 'affiliation': ['Department of Statistics', 'University of California', 'Irvine, CA 92617, USA']}, {'name': 'Ruoqing Zhu', 'affiliation': ['Department of Statistics', 'University of Illinois', 'Urbana-Champaign, IL 61820, USA']}, {'name': 'Annie Qu', 'affiliation': ['Department of Statistics', 'University of California', 'Irvine, CA 92617, USA']}]", Eric Laber
Stationary Kernels and Gaussian Processes on Lie Groups and their Homogeneous Spaces I  the compact case,"[{'name': 'Iskander Azangulov', 'affiliation': ['St. Petersburg State University and University of Oxford']}, {'name': 'Andrei Smolensky', 'affiliation': ['St. Petersburg State University and Neapolis University Pafos']}, {'name': 'Alexander Terenin', 'affiliation': ['University of Cambridge and Cornell University']}, {'name': 'Viacheslav Borovitskiy', 'affiliation': ['ETH Zürich']}]", Philipp Hennig
Stationary Kernels and Gaussian Processes on Lie Groups and their Homogeneous Spaces II  non-compact symmetric spaces,"[{'name': 'Iskander Azangulov', 'affiliation': ['St. Petersburg State University and University of Oxford']}, {'name': 'Andrei Smolensky', 'affiliation': ['St. Petersburg State University and Neapolis University Pafos']}, {'name': 'Alexander Terenin', 'affiliation': ['University of Cambridge and Cornell University']}, {'name': 'Viacheslav Borovitskiy', 'affiliation': ['ETH Zürich']}]", Philipp Hennig
Statistical Inference for Fairness Auditing,"[{'name': 'John J. Cherian', 'affiliation': ['Department of Statistics', 'Stanford University', 'Stanford, CA 94305, USA']}, {'name': 'Emmanuel J. Cand`es', 'affiliation': ['Departments of Mathematics and Statistics', 'Stanford University', 'Stanford, CA 94305, USA']}]", Ilya Shpitser
Statistical Optimality of Divide and Conquer Kernel-based Functional Linear Regression,"[{'name': 'Jiading Liu', 'affiliation': ['School of Mathematical Sciences', 'Fudan University, Shanghai 200433, China']}, {'name': 'Lei Shi', 'affiliation': ['School of Mathematical Sciences and Shanghai', 'Key Laboratory for Contemporary Applied Mathematics', 'Fudan University, Shanghai 200433, China', 'Shanghai Artiﬁcial Intelligence Laboratory', '701 Yunjin Road, Shanghai 200232, China']}]", Samuel Kaski
Statistical analysis for a penalized EM algorithm in high-dimensional mixture linear regression model,"[{'name': 'Ning Wang', 'affiliation': ['Center for Statistics and Data Science', 'Beijing Normal University', 'Zhuhai, Guangdong, China']}, {'name': 'Xin Zhang', 'affiliation': ['Department of Statistics', 'Florida State University', 'Tallahassee, FL, 32306, USA']}, {'name': 'Qing Mai', 'affiliation': ['Department of Statistics', 'Florida State University', 'Tallahassee, FL, 32306, USA']}]", Xiaotong Shen
Stochastic Approximation with Decision-Dependent Distributions  Asymptotic Normality and Optimality,"[{'name': 'Joshua Cutler', 'affiliation': ['Department of Mathematics', 'University of Washington', 'Seattle, WA 98195, USA']}, {'name': 'Mateo D´ıaz', 'affiliation': ['Department of Applied Mathematics and Statistics', 'Johns Hopkins University', 'Baltimore, MD 21218, USA']}, {'name': 'Dmitriy Drusvyatskiy', 'affiliation': ['Department of Mathematics', 'University of Washington', 'Seattle, WA 98195, USA']}]", Francis Bach
Stochastic Modified Flows  Mean-Field Limits and Dynamics of Stochastic Gradient Descent,"[{'name': 'Benjamin Gess', 'affiliation': ['Fakult¨at f¨ur Mathematik', 'Universit¨at Bielefeld', '33615 Bielefeld, Germany', 'and', 'Max Planck Institute for Mathematics in the Sciences', '04103 Leipzig, Germany']}, {'name': 'Sebastian Kassing', 'affiliation': ['Fakult¨at f¨ur Mathematik', 'Universit¨at Bielefeld', '33615 Bielefeld, Germany']}, {'name': 'Vitalii Konarovskyi', 'affiliation': ['Fakult¨at f¨ur Mathematik, Informatik und', 'Naturwissenschaften', 'Universit¨at Hamburg', '20146 Hamburg, Germany', 'and', 'Institute of Mathematics of NAS of Ukraine', '01024 Kyiv, Ukraine']}]", Maxim Raginsky
Stochastic Regularized Majorization-Minimization with weakly convex and multi-convex surrogates,"[{'name': 'Hanbaek Lyu', 'affiliation': ['Department of Mathematics', 'University of Wisconsin - Madison, WI 53706, USA']}]", Pradeep Ravikumar
Stochastic-Constrained Stochastic Optimization with Markovian Data,"[{'name': 'Yeongjong Kim', 'affiliation': ['Department of Mathematics', 'POSTECH', 'Pohang 37673, South Korea']}, {'name': 'Dabeen Lee', 'affiliation': ['Department of Industrial and Systems Engineering', 'KAIST', 'Daejeon 34141, South Korea']}]", Prateek Jain
Structured Dynamic Pricing  Optimal Regret in a Global Shrinkage Model,"[{'name': 'Rashmi Ranjan Bhuyan', 'affiliation': ['Department of Data Sciences and Operations, Marshall School of Business', 'University of Southern California, Los Angeles, CA 90089 , USA']}, {'name': 'Adel Javanmard', 'affiliation': ['Department of Data Sciences and Operations, Marshall School of Business', 'University of Southern California, Los Angeles, CA 90089 , USA']}, {'name': 'Sungchul Kim', 'affiliation': ['Adobe Research, 345 Park Avenue, San Jose, CA 95110 USA']}, {'name': 'Gourab Mukherjee', 'affiliation': ['Department of Data Sciences and Operations, Marshall School of Business', 'University of Southern California, Los Angeles, CA 90089 , USA']}, {'name': 'Ryan A. Rossi', 'affiliation': ['Adobe Research, 345 Park Avenue, San Jose, CA 95110 USA']}, {'name': 'Tong Yu', 'affiliation': ['Adobe Research, 345 Park Avenue, San Jose, CA 95110 USA']}, {'name': 'Handong Zhao', 'affiliation': ['Adobe Research, 345 Park Avenue, San Jose, CA 95110 USA']}]", Qiang Liu
Structured Optimal Variational Inference for Dynamic Latent Space Models,"[{'name': 'Peng Zhao', 'affiliation': ['Department of Applied Economics and Statistics', 'University of Delaware', 'Newark, DE 19716, USA']}, {'name': 'Anirban Bhattacharya', 'affiliation': ['Department of Statistics', 'Texas A&M University', 'College Station, TX 77843, USA']}, {'name': 'Debdeep Pati', 'affiliation': ['Department of Statistics', 'Texas A&M University', 'College Station, TX 77843, USA']}, {'name': 'Bani K. Mallick', 'affiliation': ['Department of Statistics', 'Texas A&M University', 'College Station, TX 77843, USA']}]", Ji Zhu
Studying the Interplay between Information Loss and Operation Loss in Representations for Classification,"[{'name': 'Jorge F. Silva', 'affiliation': ['Information and Decision System Group', 'Universidad de Chile', 'Santiago, 8370448, Chile']}, {'name': 'Felipe Tobar', 'affiliation': ['Department of Mathematics & I-X', 'Imperial College London', 'London, W12 0BZ, UK']}, {'name': 'Mario Vicu˜na', 'affiliation': ['Information and Decision System Group', 'Universidad de Chile', 'Santiago, 8370448, Chile']}, {'name': 'Felipe Cordova', 'affiliation': ['Information and Decision System Group', 'Universidad de Chile', 'Santiago, 8370448, Chile']}]", Aurelien Garivier
Sum-of-norms clustering does not separate nearby balls,"[{'name': 'Alexander Dunlap', 'affiliation': ['Courant Institute of Mathematical Sciences', 'New York University', 'New York, NY 10012, USA', 'Current address:', ' Duke University, Durham, NC 27708, USA']}, {'name': 'Jean-Christophe Mourrat', 'affiliation': ['Ecole Normale Sup´erieure de Lyon and CNRS', 'Lyon, France,', 'and Courant Institute of Mathematical Sciences', 'New York University', 'New York, NY 10012, USA']}]", Ingo Steinwart
Survival Kernets  Scalable and Interpretable Deep Kernel Survival Analysis with an Accuracy Guarantee,"[{'name': 'George H. Chen', 'affiliation': ['Heinz College of Information Systems and Public Policy', 'Carnegie Mellon University', 'Pittsburgh, PA 15213, USA']}]", Ji Zhu
Tangential Wasserstein Projections,"[{'name': 'Florian Gunsilius', 'affiliation': ['Department of Economics', 'University of Michigan', 'Ann Arbor, MI 48109-1220, USA']}, {'name': 'Meng Hsuan Hsieh', 'affiliation': ['Ross School of Business', 'University of Michigan', 'Ann Arbor, MI 48109-1234, USA']}, {'name': 'Myung Jin Lee', 'affiliation': ['Mays Business School', 'Texas A&M University', 'College Station, TX 77843-0001, USA']}]", Quentin Berthet
Targeted Separation and Convergence with Kernel Discrepancies,"[{'name': 'Alessandro Barp', 'affiliation': ['University College London & The Alan Turing Institute, GB']}, {'name': 'Carl-Johann Simon-Gabriel', 'affiliation': ['Mirelo AI']}, {'name': 'Mark Girolami', 'affiliation': ['University of Cambridge & The Alan Turing Institute, GB']}, {'name': 'Lester Mackey', 'affiliation': ['Microsoft Research, New England, US']}]", Bharath Sriperumbudur
Tensor-train methods for sequential state and parameter learning in state-space models,"[{'name': 'Yiran Zhao', 'affiliation': ['School of Mathematics and Statistics', 'University of Sydney', 'New South Wales 2006, Australia']}, {'name': 'Tiangang Cui', 'affiliation': ['School of Mathematics and Statistics', 'University of Sydney', 'New South Wales 2006, Australia']}]", Ryan Adams
